fid,provcd,collegetype,cfps2010eduy_best,qc705,qc605,qc505,qc407,qc307,qc207,qc107
211902,21,-8.0,12,1,1,1,-8,-8,-8,-8
211902,21,-8.0,12,1,1,1,-8,-8,-8,-8
211902,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211902,21,-8.0,8,1,-8,-8,-8,-8,-8,-8
211903,21,-8.0,6,-8,-8,-8,-8,-8,-8,-8
211903,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211903,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211904,21,-8.0,6,-8,-8,-8,-8,-8,-8,-8
211904,21,-8.0,6,-8,-8,-8,-8,-8,-8,-8
211904,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211906,21,-8.0,8,1,-8,-8,-8,-8,-8,-8
211906,21,-8.0,6,-8,-8,-8,-8,-8,-8,-8
211907,21,-8.0,6,-8,-8,-8,-8,-8,-8,-8
211907,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211908,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211910,21,-8.0,13,1,1,1,-8,-8,-8,-8
211910,21,-8.0,6,-8,-8,-8,-8,-8,-8,-8
211911,21,-8.0,12,1,1,1,-8,-8,-8,-8
211911,21,-8.0,9,-1,1,-8,-8,-8,-8,-8
211912,21,-8.0,8,1,-8,-8,-8,-8,-8,-8
211912,21,-8.0,5,0,-8,-8,-8,-8,-8,-8
211913,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211913,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211913,21,-8.0,10,1,1,-8,-8,-8,-8,-8
211913,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211914,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211914,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211914,21,-8.0,9,1,0,-8,-8,-8,-8,-8
211915,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211915,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211915,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211916,21,-8.0,6,1,0,-8,-8,-8,-8,-8
211916,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211916,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211916,21,-8.0,9,0,1,-8,-8,-8,-8,-8
211916,21,-8.0,10,1,1,-8,-8,-8,-8,-8
211917,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211917,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211917,21,-8.0,6,-8,-8,-8,-8,-8,-8,-8
211917,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211918,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211918,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211918,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211919,21,-8.0,9,1,0,-8,-8,-8,-8,-8
211919,21,-8.0,9,0,0,-8,-8,-8,-8,-8
211920,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211920,21,-8.0,8,1,-8,-8,-8,-8,-8,-8
211921,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211921,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211922,21,-8.0,9,1,-8,-8,-8,-8,-8,-8
211922,21,-8.0,9,0,1,-8,-8,-8,-8,-8
211923,21,-8.0,8,0,-8,-8,-8,-8,-8,-8
211923,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211923,21,-8.0,7,0,-8,-8,-8,-8,-8,-8
211923,21,-8.0,8,0,-8,-8,-8,-8,-8,-8
211923,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211923,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211924,21,-8.0,12,1,1,0,-8,-8,-8,-8
211924,21,-8.0,9,1,0,-8,-8,-8,-8,-8
211924,21,-8.0,9,0,0,-8,-8,-8,-8,-8
211925,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211925,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211925,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211926,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211926,21,-8.0,6,-8,-8,-8,-8,-8,-8,-8
211926,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211926,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211927,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211927,21,-8.0,9,1,0,-8,-8,-8,-8,-8
211927,21,-8.0,5,-8,-8,-8,-8,-8,-8,-8
211928,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211928,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211929,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211929,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211930,21,-8.0,12,1,1,1,-8,-8,-8,-8
211930,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211930,21,-8.0,12,0,0,1,-8,-8,-8,-8
211931,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211931,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211932,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211932,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211932,21,-8.0,9,1,-8,-8,-8,-8,-8,-8
211933,21,-8.0,8,1,-8,-8,-8,-8,-8,-8
211933,21,-8.0,9,1,-8,-8,-8,-8,-8,-8
211934,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211934,21,-8.0,7,1,-8,-8,-8,-8,-8,-8
211934,21,-8.0,7,1,-8,-8,-8,-8,-8,-8
211935,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211936,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211936,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211937,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211937,21,-8.0,6,1,0,-8,-8,-8,-8,-8
211937,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211937,21,-8.0,9,1,0,-8,-8,-8,-8,-8
211938,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211938,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211938,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211939,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211940,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211940,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211940,21,-8.0,9,1,-8,-8,-8,-8,-8,-8
211940,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211940,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211941,21,-8.0,9,0,1,-8,-8,-8,-8,-8
211941,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211941,21,-8.0,9,0,1,-8,-8,-8,-8,-8
211942,21,1.0,16,1,1,1,-8,0,-8,-8
211943,21,-8.0,9,0,1,-8,-8,-8,-8,-8
211943,21,-8.0,9,1,0,-8,-8,-8,-8,-8
211943,21,-8.0,15,1,1,1,1,-8,-8,-8
211944,21,-8.0,12,1,1,1,-8,-8,-8,-8
211944,21,-8.0,9,0,1,-8,-8,-8,-8,-8
211944,21,-8.0,9,0,1,-8,-8,-8,-8,-8
211946,21,-8.0,9,1,0,-8,-8,-8,-8,-8
211946,21,-8.0,12,1,1,-8,-8,-8,-8,-8
211946,21,-8.0,12,1,1,1,-8,-8,-8,-8
211947,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211947,21,-8.0,12,0,1,1,-8,-8,-8,-8
211948,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211948,21,-8.0,5,0,-8,-8,-8,-8,-8,-8
211948,21,-8.0,12,1,1,1,-8,-8,-8,-8
211949,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211949,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211950,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211950,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211951,21,-8.0,12,1,1,0,-8,-8,-8,-8
211951,21,-8.0,12,1,1,1,-8,-8,-8,-8
211951,21,-8.0,9,0,1,1,-8,-8,-8,-8
211952,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211952,21,-8.0,12,1,1,-8,-8,-8,-8,-8
211953,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211953,21,-8.0,8,1,-8,-8,-8,-8,-8,-8
211953,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211954,21,-8.0,12,1,1,1,-8,-8,-8,-8
211955,21,-8.0,9,1,0,-8,-8,-8,-8,-8
211955,21,-8.0,6,0,-8,-8,-8,-8,-8,-8
211956,21,-8.0,6,-8,-8,-8,-8,-8,-8,-8
211957,21,-8.0,9,0,0,-8,-8,-8,-8,-8
211958,21,-8.0,14,0,1,0,-8,-8,-8,-8
211958,21,-8.0,6,1,-8,-8,-8,-8,-8,-8
211958,21,-8.0,12,1,1,-8,-8,-8,-8,-8
211959,21,-8.0,12,1,1,1,-8,-8,-8,-8
211959,21,-8.0,8,1,-8,-8,-8,-8,-8,-8
211960,21,-8.0,8,0,-8,-8,-8,-8,-8,-8
211960,21,-8.0,0,-8,-8,-8,-8,-8,-8,-8
211962,21,-8.0,9,0,1,-8,-8,-8,-8,-8
211963,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211964,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211964,21,-8.0,12,1,1,-8,-8,-8,-8,-8
211967,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211967,21,-8.0,9,1,-8,-8,-8,-8,-8,-8
211970,21,-8.0,9,0,0,-8,-8,-8,-8,-8
211971,21,-8.0,9,1,1,-8,-8,-8,-8,-8
211972,21,-8.0,9,1,1,-8,-8,-8,-8,-8
220001,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220001,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220002,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220002,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220002,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220003,22,-8.0,6,1,1,-8,-8,-8,-8,-8
220003,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220003,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220004,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220004,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220004,22,-8.0,8,1,-8,-8,-8,-8,-8,-8
220005,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220005,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220006,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220007,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220007,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220007,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220007,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220008,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220008,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220008,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220009,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220009,22,-8.0,12,1,1,1,-8,-8,-8,-8
220010,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220010,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220011,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220012,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220012,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220013,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220013,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220014,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220014,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220015,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220015,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220016,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220016,22,-8.0,0,1,-8,-8,-8,-8,-8,-8
220016,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220017,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220017,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220018,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220018,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220018,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220019,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220019,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220020,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220020,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220021,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220021,22,3.0,16,1,1,1,-8,1,-8,-8
220021,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220022,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220022,22,-8.0,13,1,1,1,-8,-8,-8,-8
220023,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220023,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220024,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220025,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220025,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220026,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220026,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220027,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220027,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220028,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220028,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220028,22,-8.0,12,1,1,1,-8,-8,-8,-8
220029,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220029,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220030,22,-8.0,9,0,1,-8,-8,-8,-8,-8
220030,22,-8.0,12,1,1,1,-8,-8,-8,-8
220031,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220031,22,3.0,16,1,1,1,-8,1,-8,-8
220033,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220033,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220033,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220033,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220033,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220034,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220034,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220035,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220035,22,-8.0,8,1,-8,-8,-8,-8,-8,-8
220036,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220036,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220037,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220038,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220038,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220039,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220039,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220040,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220040,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220041,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220041,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220042,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220042,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220043,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220043,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220045,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220046,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220046,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220047,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220047,22,-8.0,12,1,1,1,-8,-8,-8,-8
220048,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220048,22,-8.0,12,1,1,1,-8,-8,-8,-8
220049,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220050,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220050,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220051,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220051,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220052,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220052,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220053,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220053,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220055,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220055,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220056,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220056,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220057,22,-8.0,13,1,1,1,-8,-8,-8,-8
220057,22,-8.0,8,1,-8,-8,-8,-8,-8,-8
220057,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220058,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220058,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220058,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220058,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220059,22,-8.0,9,0,1,-8,-8,-8,-8,-8
220059,22,-8.0,15,1,1,1,1,-8,-8,-8
220060,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220060,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220060,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220061,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220061,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220062,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220062,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220063,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220063,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220064,22,-8.0,9,0,-8,-8,-8,-8,-8,-8
220064,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220064,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220065,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220065,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220065,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220066,22,-8.0,13,1,1,1,-8,-8,-8,-8
220066,22,-8.0,12,1,0,0,-8,-8,-8,-8
220066,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220066,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220066,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220067,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220067,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220067,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220068,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220068,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220069,22,-8.0,5,-8,-8,-8,-8,-8,-8,-8
220069,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220069,22,-8.0,7,1,1,-8,-8,-8,-8,-8
220069,22,-8.0,2,-8,-8,-8,-8,-8,-8,-8
220070,22,-8.0,9,0,0,-8,-8,-8,-8,-8
220070,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220070,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220070,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220071,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220071,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220072,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220072,22,-8.0,13,1,1,1,-8,-8,-8,-8
220072,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220073,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220073,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220074,22,-8.0,7,1,0,-8,-8,-8,-8,-8
220074,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220075,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220075,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220075,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220076,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220076,22,-8.0,10,1,1,-8,-8,-8,-8,-8
220076,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220076,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220077,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220077,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220077,22,-8.0,12,1,0,1,-8,-8,-8,-8
220078,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220079,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220080,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220080,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220081,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220081,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220082,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220082,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220083,22,-8.0,8,0,-8,-8,-8,-8,-8,-8
220083,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220084,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220084,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220085,22,-8.0,7,-8,-8,-8,-8,-8,-8,-8
220085,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220086,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220086,22,-8.0,7,1,-8,-8,-8,-8,-8,-8
220087,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220087,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220088,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220088,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220089,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220089,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220090,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220090,22,-8.0,7,-8,-8,-8,-8,-8,-8,-8
220090,22,-8.0,7,1,-8,-8,-8,-8,-8,-8
220090,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220090,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220090,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220091,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220091,22,-8.0,7,-8,-8,-8,-8,-8,-8,-8
220091,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220091,22,-8.0,2,-8,-8,-8,-8,-8,-8,-8
220092,22,-8.0,9,0,-8,-8,-8,-8,-8,-8
220092,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220092,22,-8.0,12,-8,-8,-8,-8,-8,-8,-8
220093,22,-8.0,7,-8,-8,-8,-8,-8,-8,-8
220093,22,-8.0,2,-8,-8,-8,-8,-8,-8,-8
220094,22,-8.0,12,1,1,1,-8,-8,-8,-8
220094,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220094,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220097,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220097,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220097,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220097,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220098,22,-8.0,9,-8,-8,-8,-8,-8,-8,-8
220098,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220099,22,-8.0,12,1,1,1,-8,-8,-8,-8
220099,22,-8.0,15,1,1,1,1,-8,-8,-8
220100,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220100,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220102,22,-8.0,12,1,-8,-8,-8,-8,-8,-8
220102,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220102,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220102,22,-8.0,7,1,-8,-8,-8,-8,-8,-8
220104,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220104,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220104,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220104,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220104,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220105,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220105,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220106,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220106,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220106,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220106,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220106,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220107,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220107,22,-8.0,9,-8,-8,-8,-8,-8,-8,-8
220107,22,-8.0,11,1,-8,-8,-8,-8,-8,-8
220108,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220108,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220109,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220109,22,-8.0,11,-8,-8,-8,-8,-8,-8,-8
220110,22,-8.0,6,1,-8,-8,-8,-8,-8,-8
220110,22,-8.0,9,1,-8,-8,-8,-8,-8,-8
220111,22,-8.0,6,-8,-8,-8,-8,-8,-8,-8
220111,22,-8.0,2,-8,-8,-8,-8,-8,-8,-8
220113,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220113,22,-8.0,12,1,1,1,-8,-8,-8,-8
220113,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220113,22,-8.0,12,1,1,1,-8,-8,-8,-8
220115,22,3.0,16,1,1,1,-8,1,-8,-8
220115,22,3.0,16,1,1,1,-8,1,-8,-8
220116,22,-8.0,12,1,1,1,-8,-8,-8,-8
220122,22,-8.0,12,1,1,1,-8,-8,-8,-8
220122,22,-8.0,12,1,1,1,-8,-8,-8,-8
220122,22,-8.0,12,1,1,1,-8,-8,-8,-8
220126,22,-8.0,10,1,1,-8,-8,-8,-8,-8
220126,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220127,22,-8.0,12,1,1,1,-8,-8,-8,-8
220127,22,-8.0,11,1,1,1,-8,-8,-8,-8
220130,22,-8.0,12,1,1,1,-8,-8,-8,-8
220131,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220131,22,-8.0,12,0,0,1,-8,-8,-8,-8
220132,22,-8.0,0,-8,-8,-8,-8,-8,-8,-8
220132,22,-8.0,15,1,1,1,1,-8,-8,-8
220132,22,-8.0,15,1,1,-8,1,-8,-8,-8
220135,22,-8.0,12,1,1,1,-8,-8,-8,-8
220136,22,-8.0,9,1,0,-8,-8,-8,-8,-8
220136,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220137,22,-8.0,6,0,-8,-8,-8,-8,-8,-8
220137,22,-8.0,10,1,0,-8,-8,-8,-8,-8
220138,22,-8.0,15,1,1,1,1,-8,-8,-8
220138,22,-8.0,9,1,1,-8,-8,-8,-8,-8
220139,22,-8.0,12,1,1,1,-8,-8,-8,-8
220140,22,-8.0,12,0,1,1,-8,-8,-8,-8
220140,22,-8.0,12,1,1,1,-8,-8,-8,-8
220141,22,-8.0,9,0,1,-8,-8,-8,-8,-8
220141,22,-8.0,12,0,1,1,-8,-8,-8,-8
220142,22,-8.0,12,0,0,1,-8,-8,-8,-8
