fid,provcd,collegetype,cfps2010eduy_best,qc705,qc605,qc505,qc407,qc307,qc207,qc107
110001,11,,9,1,1,-8,-8,-8,-8,-8
110001,11,-8.0,12,1,1,0,-8,-8,-8,-8
110003,11,-8.0,12,1,1,1,-8,-8,-8,-8
110003,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110005,11,-8.0,12,1,1,0,-8,-8,-8,-8
110005,11,-8.0,12,1,1,1,-8,-8,-8,-8
110006,11,-8.0,9,1,0,-8,-8,-8,-8,-8
110006,11,-8.0,12,1,1,0,-8,-8,-8,-8
110007,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110007,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110007,11,-8.0,12,1,1,1,-8,-8,-8,-8
110007,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110009,11,-8.0,12,0,1,1,-8,-8,-8,-8
110009,11,-8.0,2,0,-8,-8,-8,-8,-8,-8
110009,11,-8.0,15,1,1,1,-8,-8,-8,-8
110009,11,-8.0,12,1,1,1,-8,-8,-8,-8
110009,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110009,11,3.0,16,1,1,1,-8,1,-8,-8
110010,11,-8.0,12,1,1,1,-8,-8,-8,-8
110011,11,-8.0,9,1,0,-8,-8,-8,-8,-8
110011,11,-8.0,6,1,-8,-8,-8,-8,-8,-8
110013,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110013,11,-8.0,9,1,0,-8,-8,-8,-8,-8
110013,11,-8.0,10,1,1,-8,-8,-8,-8,-8
110015,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110015,11,-8.0,12,1,1,1,-8,-8,-8,-8
110020,11,-8.0,12,1,1,1,-8,-8,-8,-8
110020,11,-8.0,9,0,0,-8,-8,-8,-8,-8
110020,11,-8.0,15,1,1,1,1,-8,-8,-8
110020,11,-8.0,12,1,1,1,-8,-8,-8,-8
110020,11,-8.0,12,1,1,1,-8,-8,-8,-8
110020,11,-8.0,9,1,0,-8,-8,-8,-8,-8
110021,11,-8.0,3,1,-8,-8,-8,-8,-8,-8
110021,11,-8.0,12,1,1,1,-8,-8,-8,-8
110022,11,-8.0,15,1,1,-8,1,-8,-8,-8
110022,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110023,11,-8.0,15,0,1,1,1,-8,-8,-8
110024,11,-8.0,9,1,0,1,-8,-8,-8,-8
110024,11,-8.0,12,1,1,-8,-8,-8,-8,-8
110026,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110026,11,14.0,16,1,1,1,1,1,-8,-8
110026,11,-8.0,15,1,1,1,1,-8,-8,-8
110027,11,-8.0,12,1,1,1,-8,-8,-8,-8
110027,11,-8.0,12,0,0,1,-8,-8,-8,-8
110028,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110028,11,1.0,16,1,-8,1,-8,0,-8,-8
110030,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110031,11,-8.0,12,1,1,1,-8,-8,-8,-8
110031,11,-8.0,12,1,1,1,-8,-8,-8,-8
110031,11,-8.0,12,1,1,1,-8,-8,-8,-8
110033,11,-8.0,12,1,1,1,-8,-8,-8,-8
110033,11,-8.0,12,1,1,1,-8,-8,-8,-8
110033,11,-8.0,10,1,1,-8,-8,-8,-8,-8
110035,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110035,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110035,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110038,11,-8.0,12,1,1,1,-8,-8,-8,-8
110039,11,1.0,16,1,1,1,-8,0,-8,-8
110039,11,8.0,16,1,1,1,-8,0,-8,-8
110040,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110040,11,-8.0,10,1,1,0,-8,-8,-8,-8
110040,11,-8.0,12,1,1,1,-8,-8,-8,-8
110041,11,-8.0,12,1,1,1,-8,-8,-8,-8
110041,11,-8.0,15,1,1,1,1,-8,-8,-8
110042,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110042,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110042,11,-8.0,15,1,1,1,1,-8,-8,-8
110043,11,-8.0,12,1,1,1,-8,-8,-8,-8
110043,11,-8.0,12,1,1,1,-8,-8,-8,-8
110043,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110043,11,-8.0,12,1,1,1,-8,-8,-8,-8
110044,11,-8.0,9,0,1,-8,-8,-8,-8,-8
110044,11,-8.0,12,1,1,1,-8,-8,-8,-8
110044,11,-8.0,15,1,1,1,1,-8,-8,-8
110044,11,-8.0,9,0,0,-8,-8,-8,-8,-8
110045,11,-8.0,6,0,-8,-8,-8,-8,-8,-8
110047,11,-8.0,12,0,1,1,-8,-8,-8,-8
110047,11,-8.0,15,1,1,1,1,-8,-8,-8
110050,11,-8.0,12,1,1,1,-8,-8,-8,-8
110050,11,-8.0,12,1,1,1,-8,-8,-8,-8
110050,11,-8.0,9,0,0,-8,-8,-8,-8,-8
110051,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110051,11,-8.0,12,1,1,1,1,-8,-8,-8
110051,11,-8.0,12,1,0,1,-8,-8,-8,-8
110051,11,-8.0,12,1,1,1,-8,-8,-8,-8
110052,11,-8.0,12,1,1,1,-8,-8,-8,-8
110052,11,-8.0,12,1,0,0,-8,-8,-8,-8
110052,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110052,11,-8.0,15,1,1,1,-8,-8,-8,-8
110054,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110055,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110055,11,-8.0,9,0,0,-8,-8,-8,-8,-8
110056,11,-8.0,12,1,1,1,-8,-8,-8,-8
110056,11,-8.0,6,0,-8,-8,-8,-8,-8,-8
110057,11,-8.0,9,-8,-8,-8,-8,-8,-8,-8
110057,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110059,11,1.0,16,1,1,1,-8,1,-8,-8
110060,11,-8.0,12,1,1,1,-8,-8,-8,-8
110060,11,-8.0,15,1,1,1,1,-8,-8,-8
110060,11,-8.0,12,1,1,1,-8,-8,-8,-8
110061,11,-8.0,6,0,-8,-8,-8,-8,-8,-8
110062,11,-8.0,12,1,1,1,-8,-8,-8,-8
110062,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110063,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110063,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110064,11,-8.0,14,1,1,1,-8,-8,-8,-8
110065,11,-8.0,6,1,-8,-8,-8,-8,-8,-8
110065,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110066,11,-8.0,12,1,1,1,-8,-8,-8,-8
110066,11,-8.0,12,1,1,1,-8,-8,-8,-8
110067,11,2.0,16,1,1,1,-8,1,-8,-8
110068,11,4.0,16,1,1,1,-8,1,-8,-8
110069,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110069,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110069,11,1.0,16,1,1,1,-8,1,-8,-8
110070,11,3.0,16,1,1,-8,-8,0,-8,-8
110070,11,-8.0,9,1,-8,-8,-8,-8,-8,-8
110071,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110071,11,-8.0,12,1,1,1,-8,-8,-8,-8
110072,11,-8.0,12,1,1,1,-8,-8,-8,-8
110072,11,-8.0,15,1,1,1,1,-8,-8,-8
110073,11,-8.0,6,0,-8,-8,-8,-8,-8,-8
110074,11,-8.0,12,0,-8,1,-8,-8,-8,-8
110074,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110075,11,-8.0,12,1,1,1,-8,-8,-8,-8
110075,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110075,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110076,11,-8.0,15,1,1,1,1,-8,-8,-8
110077,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110077,11,-8.0,12,1,1,1,-8,-8,-8,-8
110078,11,-8.0,6,0,-8,-8,-8,-8,-8,-8
110078,11,-8.0,12,1,1,1,-8,-8,-8,-8
110078,11,10.0,16,-8,-8,-8,-8,0,-8,-8
110078,11,-8.0,9,1,1,1,-8,-8,-8,-8
110079,11,-8.0,6,1,1,-8,-8,-8,-8,-8
110079,11,-8.0,12,1,1,1,-8,-8,-8,-8
110081,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110081,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110081,11,-8.0,15,1,1,1,-8,-8,-8,-8
110081,11,-8.0,9,0,0,-8,-8,-8,-8,-8
110082,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110082,11,-8.0,12,1,1,1,-8,-8,-8,-8
110083,11,-8.0,12,1,1,1,-8,-8,-8,-8
110083,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110083,11,-8.0,6,0,-8,-8,-8,-8,-8,-8
110083,11,-8.0,12,1,1,1,-8,-8,-8,-8
110084,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110084,11,-8.0,12,1,1,1,-8,-8,-8,-8
110084,11,-8.0,12,1,1,1,-8,-8,-8,-8
110086,11,-8.0,12,1,1,1,-8,-8,-8,-8
110086,11,1.0,16,1,1,-8,-8,1,-8,-8
110092,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110092,11,-8.0,12,1,1,1,-8,-8,-8,-8
110092,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110092,11,-8.0,12,1,1,1,-8,-8,-8,-8
110093,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110093,11,-8.0,15,1,1,1,1,-8,-8,-8
110093,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110093,11,-8.0,15,1,1,1,1,-8,-8,-8
110099,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110099,11,-8.0,10,1,1,-8,-8,-8,-8,-8
110100,11,-8.0,15,1,1,1,-8,-8,-8,-8
110100,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110100,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110102,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110104,11,-8.0,12,1,1,1,-8,-8,-8,-8
110104,11,-8.0,12,1,1,-8,-8,-8,-8,-8
110105,11,-8.0,16,1,1,1,1,-8,-8,-8
110105,11,-8.0,15,1,1,1,1,-8,-8,-8
110107,11,-8.0,15,1,1,1,1,-8,-8,-8
110107,11,-8.0,12,1,1,1,-8,-8,-8,-8
110107,11,-8.0,12,1,1,1,-8,-8,-8,-8
110108,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110108,11,-8.0,15,1,1,1,1,-8,-8,-8
110108,11,-8.0,12,0,0,0,-8,-8,-8,-8
110108,11,-8.0,12,1,1,1,-8,-8,-8,-8
110111,11,-8.0,15,1,1,1,1,-8,-8,-8
110111,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110111,11,-8.0,16,1,1,-8,1,-8,-8,-8
110113,11,5.0,16,1,1,1,1,1,-8,-8
110113,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110113,11,-8.0,12,1,1,1,-8,-8,-8,-8
110114,11,-8.0,15,1,1,-8,1,-8,-8,-8
110116,11,-8.0,12,0,1,1,-8,-8,-8,-8
110116,11,-8.0,12,1,1,1,-8,-8,-8,-8
110117,11,1.0,16,1,1,-8,1,1,-8,-8
110117,11,-8.0,9,0,0,-8,-8,-8,-8,-8
110118,11,-8.0,-1,-8,-8,-8,-8,-8,-8,-8
110118,11,-8.0,6,0,-8,-8,-8,-8,-8,-8
110119,11,-8.0,15,1,1,-8,1,-8,-8,-8
110120,11,-8.0,15,1,1,1,1,-8,-8,-8
110120,11,-8.0,12,0,1,1,-8,-8,-8,-8
110120,11,-8.0,12,0,1,1,-8,-8,-8,-8
110120,11,3.0,16,1,1,1,-8,1,-8,-8
110121,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110121,11,-8.0,-1,-8,-8,-8,-8,-8,-8,-8
110123,11,-8.0,15,0,1,-8,1,-8,-8,-8
110123,11,-8.0,15,0,1,-8,1,-8,-8,-8
110124,11,12.0,16,1,1,-8,1,0,-8,-8
110124,11,12.0,16,1,1,-8,1,0,-8,-8
110125,11,-8.0,12,1,1,1,-8,-8,-8,-8
110125,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110125,11,-8.0,0,-8,-8,-8,-8,-8,-8,-8
110126,11,1.0,16,1,1,1,1,1,-8,-8
110126,11,-8.0,9,0,0,-8,-8,-8,-8,-8
110126,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110132,11,-8.0,15,1,0,-8,1,-8,-8,-8
110135,11,-8.0,15,1,1,1,1,-8,-8,-8
110142,11,-8.0,12,1,1,1,-8,-8,-8,-8
110143,11,-8.0,9,0,0,-8,-8,-8,-8,-8
110145,11,-8.0,12,1,1,1,-8,-8,-8,-8
110145,11,-8.0,6,1,-8,-8,-8,-8,-8,-8
110145,11,-8.0,12,1,1,1,-8,-8,-8,-8
110147,11,1.0,19,1,1,1,-8,1,1,-8
110147,11,1.0,19,1,1,1,-8,1,1,-8
110148,11,-8.0,6,1,-8,-8,-8,-8,-8,-8
110149,11,-8.0,9,1,1,-8,-8,-8,-8,-8
110150,11,1.0,19,1,1,1,-8,1,1,-8
110150,11,1.0,19,1,1,1,-8,1,1,-8
110156,11,3.0,16,1,1,1,-8,1,-8,-8
110156,11,3.0,16,1,1,1,-8,1,-8,-8
110157,11,-8.0,15,1,1,1,1,-8,-8,-8
110157,11,2.0,16,1,1,1,-8,0,-8,-8
110159,11,1.0,19,1,1,1,-8,1,1,-8
110160,11,-8.0,9,0,0,-8,-8,-8,-8,-8
110161,11,-8.0,12,1,1,1,-8,-8,-8,-8
110161,11,-8.0,15,1,1,1,1,-8,-8,-8
110164,11,1.0,16,1,1,1,1,0,-8,-8
110165,11,-8.0,12,1,1,1,-8,-8,-8,-8
110165,11,1.0,16,1,1,1,1,0,-8,-8
120001,12,-8.0,12,1,1,1,-8,-8,-8,-8
120001,12,-8.0,9,1,0,-8,-8,-8,-8,-8
120002,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120004,12,-8.0,12,1,1,1,-8,-8,-8,-8
120004,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120007,12,-8.0,12,1,1,1,-8,-8,-8,-8
120007,12,-8.0,13,1,1,1,-8,-8,-8,-8
120008,12,-8.0,15,1,1,1,-8,-8,-8,-8
120008,12,14.0,16,1,1,1,1,0,-8,-8
120008,12,-8.0,9,1,1,1,-8,-8,-8,-8
120009,12,12.0,16,1,1,1,1,0,-8,-8
120009,12,-8.0,12,1,1,1,-8,-8,-8,-8
120009,12,-8.0,15,1,1,1,1,-8,-8,-8
120012,12,-8.0,15,1,1,-8,1,-8,-8,-8
120012,12,-8.0,15,1,1,-8,1,-8,-8,-8
120013,12,12.0,16,1,1,1,1,1,-8,-8
120013,12,-8.0,12,1,1,1,-8,-8,-8,-8
120013,12,-8.0,6,1,1,-8,-8,-8,-8,-8
120013,12,-8.0,15,1,1,1,1,-8,-8,-8
120014,12,-8.0,10,1,1,-8,-8,-8,-8,-8
120014,12,-8.0,6,1,-8,-8,-8,-8,-8,-8
120014,12,-8.0,6,0,-8,-8,-8,-8,-8,-8
120014,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120015,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120015,12,-8.0,15,1,1,1,1,-8,-8,-8
120016,12,-8.0,12,1,1,1,-8,-8,-8,-8
120016,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120018,12,-8.0,12,1,1,1,-8,-8,-8,-8
120020,12,-8.0,13,1,1,1,-8,-8,-8,-8
120020,12,-8.0,12,1,1,1,-8,-8,-8,-8
120020,12,-8.0,15,1,1,1,1,-8,-8,-8
120022,12,-8.0,15,1,1,1,1,-8,-8,-8
120022,12,2.0,16,1,1,1,1,0,-8,-8
120022,12,-8.0,12,1,1,1,-8,-8,-8,-8
120023,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120023,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120023,12,-8.0,15,1,1,1,1,-8,-8,-8
120024,12,2.0,16,1,1,1,1,0,-8,-8
120024,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120024,12,-8.0,15,1,1,1,1,-8,-8,-8
120024,12,-8.0,4,-8,-8,-8,-8,-8,-8,-8
120025,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120025,12,-8.0,12,1,1,1,-8,-8,-8,-8
120025,12,-8.0,12,1,1,1,-8,-8,-8,-8
120025,12,-8.0,12,1,1,1,-8,-8,-8,-8
120026,12,1.0,15,1,1,1,1,0,-8,-8
120026,12,-8.0,15,1,1,1,1,-8,-8,-8
120027,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120027,12,-8.0,15,1,1,-8,1,-8,-8,-8
120029,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120029,12,-8.0,12,1,1,1,-8,-8,-8,-8
120030,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120030,12,-8.0,6,1,-8,-8,-8,-8,-8,-8
120031,12,-8.0,14,1,1,1,-8,-8,-8,-8
120031,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120031,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120032,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120032,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120033,12,-8.0,14,1,1,1,-8,-8,-8,-8
120033,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120033,12,-8.0,0,1,-8,-8,-8,-8,-8,-8
120034,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120034,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120035,12,-8.0,9,1,1,1,-8,-8,-8,-8
120035,12,-8.0,9,1,0,-8,-8,-8,-8,-8
120036,12,-8.0,6,-8,-8,-8,-8,-8,-8,-8
120036,12,-8.0,2,-8,-8,-8,-8,-8,-8,-8
120037,12,-8.0,12,1,1,1,-8,-8,-8,-8
120037,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120038,12,-8.0,12,1,1,1,-8,-8,-8,-8
120038,12,-8.0,15,1,1,-8,1,-8,-8,-8
120039,12,-8.0,12,1,1,1,-8,-8,-8,-8
120040,12,-8.0,15,1,1,-8,1,-8,-8,-8
120040,12,-8.0,6,0,-8,-8,-8,-8,-8,-8
120040,12,-8.0,14,1,1,1,-8,-8,-8,-8
120045,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120050,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120050,12,-8.0,6,0,-8,-8,-8,-8,-8,-8
120050,12,-8.0,12,1,1,-8,-8,-8,-8,-8
120051,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120051,12,-8.0,6,1,-8,-8,-8,-8,-8,-8
120052,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120052,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120052,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120056,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120056,12,2.0,16,1,1,-8,1,0,-8,-8
120056,12,-8.0,12,1,1,1,-8,-8,-8,-8
120057,12,12.0,16,1,1,-8,1,0,-8,-8
120057,12,2.0,16,1,1,1,1,0,-8,-8
120057,12,-8.0,12,1,1,-8,-8,-8,-8,-8
120058,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120058,12,-8.0,8,1,-8,-8,-8,-8,-8,-8
120063,12,3.0,16,1,1,1,-8,1,-8,-8
120063,12,3.0,16,1,1,1,-8,1,-8,-8
120065,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120065,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120067,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120067,12,-8.0,9,1,1,1,-8,-8,-8,-8
120068,12,-8.0,15,1,1,1,1,-8,-8,-8
120069,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120069,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120071,12,-8.0,12,1,1,1,-8,-8,-8,-8
120071,12,-8.0,12,1,1,-8,-8,-8,-8,-8
120072,12,-8.0,12,1,1,-8,-8,-8,-8,-8
120072,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120073,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120073,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120074,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120074,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120075,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120075,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120076,12,-8.0,7,1,-8,-8,-8,-8,-8,-8
120076,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120076,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120076,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120076,12,-8.0,7,1,-8,-8,-8,-8,-8,-8
120077,12,-8.0,8,1,-8,-8,-8,-8,-8,-8
120077,12,-8.0,7,0,-8,-8,-8,-8,-8,-8
120077,12,-8.0,7,0,-8,-8,-8,-8,-8,-8
120078,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120078,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120078,12,-8.0,0,0,-8,-8,-8,-8,-8,-8
120079,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120079,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120080,12,-8.0,9,0,-8,-8,-8,-8,-8,-8
120080,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120080,12,-8.0,12,1,1,1,-8,-8,-8,-8
120080,12,3.0,16,1,1,1,-8,1,-8,-8
120081,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120081,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120081,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120081,12,-8.0,12,1,1,1,-8,-8,-8,-8
120081,12,-8.0,6,-8,-8,-8,-8,-8,-8,-8
120082,12,-8.0,4,-8,-8,-8,-8,-8,-8,-8
120082,12,-8.0,10,1,1,0,-8,-8,-8,-8
120082,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120082,12,-8.0,9,1,0,-8,-8,-8,-8,-8
120084,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120084,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120086,12,-8.0,6,1,-8,-8,-8,-8,-8,-8
120086,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120086,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120087,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120087,12,-8.0,6,1,1,-8,-8,-8,-8,-8
120087,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120088,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120088,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120088,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120088,12,-8.0,7,1,1,-8,-8,-8,-8,-8
120089,12,-8.0,15,1,1,1,-8,-8,-8,-8
120089,12,-8.0,9,0,1,0,-8,-8,-8,-8
120089,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120090,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120090,12,-8.0,8,1,1,-8,-8,-8,-8,-8
120090,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120091,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120091,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120092,12,-8.0,9,0,1,-8,-8,-8,-8,-8
120092,12,-8.0,9,0,1,-8,-8,-8,-8,-8
120092,12,-8.0,10,1,1,-8,-8,-8,-8,-8
120093,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120093,12,-8.0,6,1,-8,-8,-8,-8,-8,-8
120093,12,-8.0,3,-8,-8,-8,-8,-8,-8,-8
120093,12,-8.0,3,-8,-8,-8,-8,-8,-8,-8
120094,12,-8.0,7,1,-8,-8,-8,-8,-8,-8
120094,12,-8.0,7,0,-8,-8,-8,-8,-8,-8
120094,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120095,12,-8.0,12,1,1,1,-8,-8,-8,-8
120095,12,-8.0,5,-8,-8,-8,-8,-8,-8,-8
120096,12,-8.0,12,0,1,1,-8,-8,-8,-8
120096,12,-8.0,7,1,-8,-8,-8,-8,-8,-8
120096,12,-8.0,0,0,-8,-8,-8,-8,-8,-8
120096,12,-8.0,9,0,1,-8,-8,-8,-8,-8
120097,12,-8.0,15,1,1,1,1,-8,-8,-8
120097,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120097,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120097,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120097,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120099,12,-8.0,6,1,-8,-8,-8,-8,-8,-8
120099,12,-8.0,6,0,-8,-8,-8,-8,-8,-8
120099,12,-8.0,15,1,1,1,1,-8,-8,-8
120100,12,-8.0,12,1,1,1,-8,-8,-8,-8
120100,12,-8.0,9,0,1,-8,-8,-8,-8,-8
120100,12,-8.0,9,0,1,-8,-8,-8,-8,-8
120100,12,-8.0,12,1,1,1,-8,-8,-8,-8
120101,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120101,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120102,12,-8.0,6,-8,-8,-8,-8,-8,-8,-8
120102,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120102,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120103,12,-8.0,15,1,1,1,-8,-8,-8,-8
120103,12,-8.0,6,1,-8,-8,-8,-8,-8,-8
120103,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120103,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120104,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120104,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120104,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120104,12,-8.0,8,0,0,-8,-8,-8,-8,-8
120107,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120107,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120107,12,-8.0,15,1,1,1,1,-8,-8,-8
120108,12,-8.0,6,0,-8,-8,-8,-8,-8,-8
120108,12,-8.0,15,1,1,1,1,-8,-8,-8
120109,12,-8.0,12,1,1,1,-8,-8,-8,-8
120110,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120110,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120111,12,-8.0,12,1,1,1,-8,-8,-8,-8
120113,12,-8.0,12,1,1,1,-8,-8,-8,-8
120113,12,2.0,16,1,1,1,1,1,-8,-8
120113,12,-8.0,12,1,1,1,-8,-8,-8,-8
120114,12,-8.0,12,1,1,1,-8,-8,-8,-8
120118,12,-8.0,12,1,1,1,-8,-8,-8,-8
120119,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120121,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120121,12,-8.0,12,1,1,1,-8,-8,-8,-8
120125,12,-8.0,12,1,1,1,-8,-8,-8,-8
120126,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120129,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120129,12,-8.0,12,1,1,-8,-8,-8,-8,-8
120129,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120130,12,-8.0,9,1,1,-8,-8,-8,-8,-8
120131,12,-8.0,12,1,1,1,-8,-8,-8,-8
120131,12,-8.0,6,1,-8,-8,-8,-8,-8,-8
120133,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
120137,12,-8.0,0,-8,-8,-8,-8,-8,-8,-8
